endereco,bairro,cep,id_endereco,id_cidade,id_bairro,lat_char,long_char,lat_num,long_num,cras,creas
Rua Victório Demarqui,Residencial Greenville,14098360,232406,9560,50491,"","",-21.1704008,-47.8103238,1,1
Rua Maria Amadeu Fernandes,Residencial Greenville,14098362,232407,9560,50491,"","",-21.1704008,-47.8103238,1,1
Rua Nayr Ezequiel,Residencial Greenville,14098364,232408,9560,50491,"","",-21.2175333,-47.7694927,1,1
Rua Pedro Antônio Luiz,Residencial Greenville,14098366,232409,9560,50491,"","",-21.1704008,-47.8103238,1,1
Rua Sargento Rogério Antônio Maglia,Residencial Greenville,14098368,232410,9560,50491,"","",-21.2172447,-47.7702629,1,1
Rua Dirceu Alexandre Peres,Residencial Greenville,14098370,232411,9560,50491,"","",-21.2152999,-47.7706565,1,1
Rua José Barense,Residencial Greenville,14098374,232412,9560,50491,"","",-21.2164708,-47.7695277,1,1
Rua Belmiro Seno,Residencial Greenville,14098376,232413,9560,50491,"","",-21.2159006,-47.7692733,1,1
Rua Maria Apparecida Marangoni Banhos,Residencial Greenville,14098378,232414,9560,50491,"","",-21.2154456,-47.7694650,1,1
Rua Marina Pereira Gonçalves,Residencial Greenville,14098380,232415,9560,50491,"","",-21.2151005,-47.7700330,1,1
Rua Geraldo Pereira,Residencial Greenville,14098382,232416,9560,50491,"","",-21.2147270,-47.7704653,1,1
Rua Jelson da Costa Antunes,Residencial Greenville,14098384,232417,9560,50491,"","",-21.2142828,-47.7705996,1,1
Rua José Ambrósio Biscaro,Residencial Greenville,14098386,232418,9560,50491,"","",-21.2139425,-47.7712274,1,1
Avenida Vicente Olegário Queiroz Filho,Residencial Greenville,14098388,232419,9560,50491,"","",-21.1704008,-47.8103238,1,1
Rua Carlos de Gaitani,Residencial Jatobá,14098340,232399,9560,50490,"","",-21.1704008,-47.8103238,1,1
Condomínio Residencial Jatobá,Residencial Jatobá,14098342,232400,9560,50490,"","",-21.1876242,-47.7923825,1,1
Avenida Professora Edul Rangel Rabello,Residencial Jequitibá,14098331,232397,9560,50492,"","",-21.2158472,-47.7631592,1,1
Condomínio Residencial Jequitibá,Residencial Jequitibá,14098332,232398,9560,50492,"","",-21.2067814,-47.8008081,1,1
Rua Doutor Rubem Aloysio Monteiro Moreira,Residencial Morro do Ipê,14021686,227527,9560,43682,"","",-21.2178115,-47.8047451,1,1
Praça Morro do Ipê,Residencial Morro do Ipê,14021687,227528,9560,43682,"","",-21.1704008,-47.8103238,1,1
Avenida Doutor Francisco Junqueira,Ribeirânia,14096000,232205,9560,23402,"","",-21.1889246,-47.7976629,1,1
Rua dos Catetos,Ribeirânia,14096010,232206,9560,23402,"","",-21.1704008,-47.8103238,1,1
Travessa José Guerre,Ribeirânia,14096020,232207,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Antônio Sivaldi Roberti,Ribeirânia,14096023,232208,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Costábile Romano,Ribeirânia,14096030,232209,9560,23402,"","",-21.2033084,-47.7800031,1,1
Condomínio Villa Verde,Ribeirânia,14096034,232211,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Santa Ungaretti Michelutti,Ribeirânia,14096036,232212,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Edgard Rodrigues,Ribeirânia,14096037,232213,9560,23402,"","",-21.2019307,-47.7890701,1,1
Praça Walter Strambi,Ribeirânia,14096038,232214,9560,23402,"","",-21.2002281,-47.7900765,1,1
Praça Assis Chateaubriand,Ribeirânia,14096039,232215,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Jupyra Nobre Nazário,Ribeirânia,14096040,232216,9560,23402,"","",-21.1999275,-47.7914330,1,1
Praça Itália,Ribeirânia,14096049,232217,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Francisco de Giácomo,Ribeirânia,14096050,232218,9560,23402,"","",-21.1995990,-47.7928464,1,1
Rua Francisco Oranges,Ribeirânia,14096060,232219,9560,23402,"","",-21.2001825,-47.7935538,1,1
Avenida Sebastião Venturi,Ribeirânia,14096070,232220,9560,23402,"","",-21.2017266,-47.7922517,1,1
Avenida Maurílio Biagi,Ribeirânia,14096075,232221,9560,23402,"","",-21.2093406,-47.7882958,1,1
Praça Francisco Oranges,Ribeirânia,14096079,232222,9560,23402,"","",-21.2026468,-47.7912472,1,1
Rua Ovídio José de Faria,Ribeirânia,14096080,232223,9560,23402,"","",-21.2036376,-47.7896249,1,1
Rua Quintílio Biagiotti,Ribeirânia,14096089,232224,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Olga Benário Prestes,Ribeirânia,14096090,232225,9560,23402,"","",-21.2030287,-47.7846533,1,1
Rua Antônio Darahen,Ribeirânia,14096100,232226,9560,23402,"","",-21.2036856,-47.7853625,1,1
Rua Ângelo Zanello,Ribeirânia,14096110,232227,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Emília Garcia de Souza,Ribeirânia,14096120,232228,9560,23402,"","",-21.2033322,-47.7849000,1,1
Rua Eli Alves,Ribeirânia,14096130,232229,9560,23402,"","",-21.2043903,-47.7886491,1,1
Rua Joaquim Abreu Machado,Ribeirânia,14096139,232230,9560,23402,"","",-21.2044629,-47.7880745,1,1
Rua Professor José Loureiro Júnior,Ribeirânia,14096140,232231,9560,23402,"","",-21.2050548,-47.7876970,1,1
Rua João Nogueira Carvalho,Ribeirânia,14096150,232232,9560,23402,"","",-21.2057549,-47.7892062,1,1
Rua Abrahão Issa Halack,Ribeirânia,14096160,232233,9560,23402,"","",-21.2056459,-47.7904304,1,1
Rua Fernando Maia Campos,Ribeirânia,14096169,232234,9560,23402,"","",-21.1704008,-47.8103238,1,1
Condomínio Parque das Figueiras,Ribeirânia,14096033,232210,9560,23402,"","",-21.196811,-47.796258,1,1
Avenida Maurílio Biagi,Ribeirânia,14096170,232235,9560,23402,"","",-21.2093457,-47.7882704,1,1
Rua Abrahão Issa Halack,Ribeirânia,14096175,232236,9560,23402,"","",-21.2056459,-47.7904304,1,1
Avenida Leão XIII,Ribeirânia,14096180,232237,9560,23402,"","",-21.1992039,-47.7799406,1,1
Rua Victor Lopes Velludo,Ribeirânia,14096188,232238,9560,23402,"","",-21.2058719,-47.7866772,1,1
Rua Inocêncio Colucci,Ribeirânia,14096189,232239,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Leão XIII,Ribeirânia,14096190,232240,9560,23402,"","",-21.1992039,-47.7799406,1,1
Praça Doutora Evangelina de Carvalho Passig,Ribeirânia,14096199,232241,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua José Rosário,Ribeirânia,14096200,232242,9560,23402,"","",-21.2075636,-47.7837564,1,1
Rua Alberto Coselli,Ribeirânia,14096210,232243,9560,23402,"","",-21.1802428,-47.8118155,1,1
Rua Luiz Iucif,Ribeirânia,14096220,232244,9560,23402,"","",-21.2063439,-47.7830963,1,1
Rua Doutor Cláudio Hamilton Faccio,Jardim Valencia,14035370,228614,9560,73813,"","",-21.1859896,-47.8412500,NULL,1
Avenida Padre José Anselmi,Jardim Valencia,14035375,228615,9560,73813,"","",-21.2547539,-47.7979939,NULL,1
Rua Naima Miguel Malta,Jardim Valencia,14035377,228616,9560,73813,"","",-21.2576468,-47.7947193,NULL,1
Rua Joel Paschoal Sciarretta,Jardim Valencia,14035378,228617,9560,73813,"","",-21.1983356,-47.8086685,NULL,1
Rua Lázaro Dias Rodrigues,Jardim Valencia,14035379,228618,9560,73813,"","",-21.257909,-47.794246,NULL,1
Rua Padre Mário José Filho,Jardim Valencia,14035380,228619,9560,73813,"","",-21.2548671,-47.8044148,NULL,1
Rua Gil Vicente da Silva Parisi,Jardim Valencia,14035385,228620,9560,73813,"","",-21.2062295,-47.8126848,NULL,1
Rua Jaime Corona,Jardim Valencia,14035387,228621,9560,73813,"","",-21.2584329,-47.7934211,NULL,1
Rua Fábio Luchiari Barbosa,Jardim Valencia,14035388,228622,9560,73813,"","",-21.2663853,-47.8235547,NULL,1
Rua Mário Cartolano,Jardim Valencia,14035389,228623,9560,73813,"","",-21.2590957,-47.7956376,NULL,1
Rua Marcio de Lima Motta Juruna,Jardim Valencia,14035390,228624,9560,73813,"","",-21.1704008,-47.8103238,NULL,1
Avenida Ângelo Antônio Colafemina,Jardim Valencia,14035393,228625,9560,73813,"","",-21.2550056,-47.8172234,NULL,1
Rua Carlos Rateb Cury,Jardim Villarica,14029120,228055,9560,73786,"","",-21.2300119,-47.8143613,NULL,1
Rua Coracy de Toledo Piza,Ribeirânia,14096230,232245,9560,23402,"","",-21.2075107,-47.7777130,1,1
Rua Major Avelino Vieira de Andrade Palma,Ribeirânia,14096240,232246,9560,23402,"","",-21.2064939,-47.7812575,1,1
Praça Antônio Carlos Giarllarielli Junior,Ribeirânia,14096249,232247,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Lamartine Belém Barbosa,Ribeirânia,14096250,232248,9560,23402,"","",-21.2067482,-47.7757455,1,1
Rua João Nantes Júnior,Ribeirânia,14096260,232249,9560,23402,"","",-21.2060885,-47.7752296,1,1
Rua Maria da Glória Machado Sant'Anna,Ribeirânia,14096270,232250,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Costábile Romano,Ribeirânia,14096275,232251,9560,23402,"","",-21.2033103,-47.7799958,1,1
Rua Olímpia Meirelles Palma,Ribeirânia,14096280,232252,9560,23402,"","",-21.2062104,-47.7763122,1,1
Rua Maria Izabel Tabary,Ribeirânia,14096289,232253,9560,23402,"","",-21.2074300,-47.7796125,1,1
Rua Antônio Manoel Moquenco Pardal,Ribeirânia,14096290,232254,9560,23402,"","",-21.2076439,-47.7737246,1,1
Rua Walter Antunes de Campos,Ribeirânia,14096295,232255,9560,23402,"","",-21.2110794,-47.7746359,1,1
Praça Santa Teresinha Doutora,Ribeirânia,14096298,232256,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Mariana Cândida Rosa Curi,Ribeirânia,14096300,232257,9560,23402,"","",-21.2106080,-47.7746365,1,1
Rua Felipe Miguel Curi,Ribeirânia,14096310,232258,9560,23402,"","",-21.2100424,-47.7740004,1,1
Rua Emiliano Cardoso de Moraes,Ribeirânia,14096320,232259,9560,23402,"","",-21.2097586,-47.7736734,1,1
Rua José Zorzenon,Ribeirânia,14096330,232260,9560,23402,"","",-21.2086484,-47.7750505,1,1
Avenida Presidente Kennedy,Ribeirânia,14096340,232261,9560,23402,"","",-21.1991234,-47.7661954,1,1
Rua José Romualdo da Silva,Ribeirânia,14096360,232264,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Arthur Ribeiro dos Santos,Ribeirânia,14096370,232265,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Costábile Romano,Ribeirânia,14096380,232266,9560,23402,"","",-21.2031862,-47.7794481,1,1
Avenida Costábile Romano,Ribeirânia,14096385,232267,9560,23402,"","",-21.2031891,-47.7794354,1,1
Rua Agostinho Veiga,Ribeirânia,14096390,232268,9560,23402,"","",-21.2039388,-47.7735199,1,1
Praça Juca e Vera,Ribeirânia,14096397,232269,9560,23402,"","",-21.1704008,-47.8103238,1,1
Via Doutor Jeremias de Paula Martins,Jardim Zinato,14097142,232330,9560,66820,"","",-21.1712278,-47.8092394,NULL,1
Avenida Oscar Niemeyer,Loteamento Agra Ribeirão Preto,14028765,228025,9560,70595,"","",-21.2536852,-47.8347374,NULL,1
Rua Evandro Alberto de Oliveira Bonini,Loteamento Agra Ribeirão Preto,14028766,228026,9560,70595,"","",-21.1906301,-47.8358547,NULL,1
Rua Olympia Colicchio Gabarra,Loteamento Agra Ribeirão Preto,14028767,228027,9560,70595,"","",-21.2168520,-47.8312410,NULL,1
Rua Augusto Ferreira,Loteamento Agra Ribeirão Preto,14028768,228028,9560,70595,"","",-21.1753585,-47.7749376,NULL,1
Rua Maria José Romanini,Loteamento Agra Ribeirão Preto,14028769,228029,9560,70595,"","",-21.1830550,-47.7988420,NULL,1
Rua Rhaissa Gabriela Alvarenga Costa Araújo,Loteamento Agra Ribeirão Preto,14028770,228030,9560,70595,"","",-21.1567355,-47.8129788,NULL,1
Rua Faez Miguel Jacob,Loteamento Agra Ribeirão Preto,14028771,228031,9560,70595,"","",-21.1829866,-47.8003172,NULL,1
Rua Antenor Giacheto,Loteamento Agra Ribeirão Preto,14028772,228032,9560,70595,"","",-21.1316616,-47.8192593,NULL,1
Rua Luiz Antonio Machado,Loteamento Agra Ribeirão Preto,14028773,228033,9560,70595,"","",-21.2169930,-47.7693911,NULL,1
Rua Professor Marlene Ribeiro Ferreira,Loteamento Agra Ribeirão Preto,14028774,228034,9560,70595,"","",-21.2082679,-47.8058419,NULL,1
Rua Engenheiro Mahomed Cozac,Loteamento Agra Ribeirão Preto,14028775,228035,9560,70595,"","",-21.1424342,-47.7994935,NULL,1
Rua Tereza Ferreira,Loteamento Agra Ribeirão Preto,14028776,228036,9560,70595,"","",-21.2338686,-47.7682317,NULL,1
Rua Marcel Romano Lopes,Loteamento Agra Ribeirão Preto,14028777,228037,9560,70595,"","",-21.2222183,-47.8113076,NULL,1
Rua Hermes Baldussi,Loteamento Agra Ribeirão Preto,14028778,228038,9560,70595,"","",-21.1757031,-47.8016710,NULL,1
Rua Brazilina Zacarias Coimbra,Loteamento Agra Ribeirão Preto,14028779,228039,9560,70595,"","",-21.1555388,-47.7469910,NULL,1
Rua Francisco Riccioni,Ribeirânia,14096400,232270,9560,23402,"","",-21.1704008,-47.8103238,1,1
Rua Professor Benedito de Siqueira Abreu,Ribeirânia,14096410,232271,9560,23402,"","",-21.2034878,-47.7701079,1,1
Rua Julieta Macedo Pereira,Ribeirânia,14096420,232272,9560,23402,"","",-21.2027822,-47.7697712,1,1
Rua Jerônimo Panazollo,Ribeirânia,14096430,232273,9560,23402,"","",-21.2019725,-47.7751321,1,1
Rua Pedro Pegoraro,Ribeirânia,14096440,232274,9560,23402,"","",-21.2011852,-47.7749019,1,1
Avenida Talita Regazzini Verçosa,Ribeirânia,14096450,232275,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Francisca Massaro Farinha,Ribeirânia,14096460,232276,9560,23402,"","",-21.2017651,-47.7772496,1,1
Rua Adolfo Zéo,Ribeirânia,14096470,232277,9560,23402,"","",-21.2013537,-47.7780498,1,1
Rua Carlos Lucas Evangelista,Ribeirânia,14096480,232278,9560,23402,"","",-21.2006889,-47.7861700,1,1
Rua Edmo Bernardes Mello,Ribeirânia,14096490,232279,9560,23402,"","",-21.2006535,-47.7832923,1,1
Rua Arthur Palma Franco,Ribeirânia,14096500,232280,9560,23402,"","",-21.2005748,-47.7824215,1,1
Rua Reinaldo Dinamarco,Ribeirânia,14096509,232281,9560,23402,"","",-21.2003269,-47.7816097,1,1
Rua Antônio Chiericato,Ribeirânia,14096510,232282,9560,23402,"","",-21.1996615,-47.7843164,1,1
Rua Argeu Fuliotto,Ribeirânia,14096520,232283,9560,23402,"","",-21.1989523,-47.7852092,1,1
Rua Ernesto Baroni,Ribeirânia,14096530,232284,9560,23402,"","",-21.2001564,-47.7852425,1,1
Rua José Marcelino Pinto,Ribeirânia,14096540,232285,9560,23402,"","",-21.1992229,-47.7883376,1,1
Rua Irineu Ferreira,Ribeirânia,14096550,232286,9560,23402,"","",-21.1975084,-47.7909101,1,1
Rua Kamel Lian,Ribeirânia,14096552,232287,9560,23402,"","",-21.1704008,-47.8103238,1,1
Avenida Costábile Romano,Ribeirânia,14096900,232601,9560,23402,"","",-21.2007457,-47.7785165,1,1
Avenida Presidente Kennedy,Ribeirânia,14096901,232602,9560,23402,"","",-21.2086626,-47.7677944,1,1
Rua José Amâncio,Ribeirânia,14096359,232263,9560,23402,"","",-21.210716,-47.771162,1,1
Rua Triunfo,Santa Cruz do José Jacques,14020670,227331,9560,23403,"","",-21.2063188,-47.7954041,1,1
Praça Waldomiro Bittar,Santa Cruz do José Jacques,14020678,227332,9560,23403,"","",-21.1704008,-47.8103238,1,1
Rua Pedro Merino,Santa Cruz do José Jacques,14020679,227333,9560,23403,"","",-21.2026805,-47.8001391,1,1
Rua Humaitá,Santa Cruz do José Jacques,14020680,227334,9560,23403,"","",-21.2027421,-47.7980764,1,1
Travessa Freitas,Santa Cruz do José Jacques,14020682,227335,9560,23403,"","",-21.1996799,-47.7998292,1,1
Travessa Maria Gomes de Souza,Santa Cruz do José Jacques,14020683,227336,9560,23403,"","",-21.1999905,-47.7996766,1,1
Rua Fiorígio Casilo,Santa Cruz do José Jacques,14020685,227337,9560,23403,"","",-21.1994683,-47.7982930,1,1
Praça José Jacques,Santa Cruz do José Jacques,14020686,227338,9560,23403,"","",-21.1704008,-47.8103238,1,1
Rua Canesin,Santa Cruz do José Jacques,14020688,227340,9560,23403,"","",-21.2014533,-47.7994815,1,1
Rua Aquidaban,Santa Cruz do José Jacques,14020689,227341,9560,23403,"","",-21.2058375,-47.7946140,1,1
Rua Pedro Bartolomeu,Santa Cruz do José Jacques,14020690,227342,9560,23403,"","",-21.2014146,-47.8010126,1,1
Rua Professor João Alvares da Costa,Santa Cruz do José Jacques,14020697,227343,9560,23403,"","",-21.1704008,-47.8103238,1,1
Rua Tamôios,Santa Cruz do José Jacques,14020700,227344,9560,23403,"","",-21.2024183,-47.7977405,1,1
Rua Guarani,Santa Cruz do José Jacques,14020710,227345,9560,23403,"","",-21.2030665,-47.7970388,1,1
Rua Uruguaiana,Santa Cruz do José Jacques,14020720,227346,9560,23403,"","",-21.2037088,-47.7963143,1,1
Rua Chile,Santa Cruz do José Jacques,14020723,227347,9560,23403,"","",-21.2052667,-47.7967093,1,1
Praça Cientista Oswaldo Cruz,Santa Cruz do José Jacques,14020726,227348,9560,23403,"","",-21.1704008,-47.8103238,1,1
Rua Vera Cruz,Santa Cruz do José Jacques,14020728,227349,9560,23403,"","",-21.2029914,-47.7955557,1,1
Rua Santa Cruz,Santa Cruz do José Jacques,14020729,227350,9560,23403,"","",-21.2025589,-47.7952209,1,1
Rua Platina,Santa Cruz do José Jacques,14020730,227351,9560,23403,"","",-21.2049182,-47.7949827,1,1
Avenida Portugal,Santa Cruz do José Jacques,14020733,227352,9560,23403,"","",-21.2006662,-47.7988812,1,1
Avenida Maurílio Biagi,Santa Cruz do José Jacques,14020750,227353,9560,23403,"","",-21.2089814,-47.7873949,1,1
Rua Domingos Adilson Canesin,Santa Cruz do José Jacques,14021606,227480,9560,23403,"","",-21.2081946,-47.7918534,1,1
Rua Olderige Margarido,Santa Cruz do José Jacques,14021608,227481,9560,23403,"","",-21.2074578,-47.7920791,1,1
Rua Theodoro José Papa,Sítio São Bento 2,14098570,232439,9560,58191,"","",-21.2390113,-47.7616257,1,1
Via Marginal Doutor Celso Charuri,Sítio São Bento 2,14098571,232440,9560,58191,"","",-21.2266597,-47.7672911,1,1
Rua Dois,Sítio São Bento 2,14098572,232441,9560,58191,"","",-21.1716309,-47.7984482,1,1
Rua Ermeti Canesin,Sítio São Bento 2,14098576,232444,9560,58191,"","",-21.2394080,-47.7603114,1,1
Rua Lamia Darahem Canesin,Sítio São Bento 2,14098578,232445,9560,58191,"","",-21.2399213,-47.7592565,1,1
Via Marginal da Rodovia Anhanguera,Sítio São Bento 2,14098573,232442,9560,58191,"","",-21.199716,-47.814255,1,1
Rua Elza Aparecida Pereira Seraphin,Sítio São Bento 2,14098574,232443,9560,58191,"","",-21.199716,-47.814255,1,1
Avenida Educandário,Independência,14076050,230763,9560,23303,"","",-21.1642834,-47.7889415,1,1
Rua Capitão Osório Junqueira,Independência,14076060,230764,9560,23303,"","",-21.1581768,-47.7879549,1,1
Praça República do Líbano,Independência,14076068,230765,9560,23303,"","",-21.1704008,-47.8103238,1,1
Praça dos Professores,Independência,14076069,230766,9560,23303,"","",-21.1704008,-47.8103238,1,1
Rua Ernesto Barichello,Independência,14076070,230767,9560,23303,"","",-21.1704008,-47.8103238,1,1
Rua Carlos Sampaio,Independência,14076080,230768,9560,23303,"","",-21.1621687,-47.7897996,1,1
Rua Constantino Spiropulos,Independência,14076090,230769,9560,23303,"","",-21.1613394,-47.7899788,1,1
Rua Ruben Berta,Independência,14076100,230770,9560,23303,"","",-21.1608637,-47.7896031,1,1
Avenida Paris,Independência,14076110,230771,9560,23303,"","",-21.1616597,-47.7871389,1,1
Rua Modesto Junqueira,Independência,14076120,230772,9560,23303,"","",-21.1597886,-47.7887729,1,1
Rua Rafael Lagamba,Independência,14076130,230773,9560,23303,"","",-21.1597462,-47.7878151,1,1
Rua Antônio Rossi,Independência,14076140,230774,9560,23303,"","",-21.1592402,-47.7874871,1,1
Rua Pedro Correia de Carvalho,Independência,14076150,230775,9560,23303,"","",-21.1583478,-47.7880264,1,1
Rua Brigadeiro Tobias de Aguiar,Independência,14076160,230776,9560,23303,"","",-21.1577555,-47.7880748,1,1
Rua Irene Guidetti Romani,Vila Amélia,14050236,228866,9560,23409,"","",-21.1704008,-47.8103238,1,1
Rua Josefa Serrano Nero,Vila Amélia,14050239,228867,9560,23409,"","",-21.1704008,-47.8103238,1,1
Rua Santo André,Vila Amélia,14050240,228868,9560,23409,"","",-21.1754759,-47.8225732,1,1
Rua Santo Amaro,Vila Amélia,14050250,228869,9560,23409,"","",-21.1759220,-47.8232131,1,1
Travessa Jequitibá,Vila Amélia,14050258,228870,9560,23409,"","",-21.1754610,-47.8246870,1,1
Avenida do Café,Vila Amélia,14050230,228865,9560,23409,"","",-21.174763,-47.830784,1,1
Travessa Jacarandá,Vila Amélia,14050259,228871,9560,23409,"","",-21.1757217,-47.8260498,1,1
Avenida Auxiliar,Parque Anhangüera,14095450,232183,9560,23370,"","",-21.1862989,-47.7598344,8,3
Alameda Ligia,Parque dos Lagos,14094147,232000,9560,23376,"","",-21.196422,-47.745966,8,3
Alameda Isabela,Parque dos Lagos,14094148,232001,9560,23376,"","",-21.196960,-47.745666,8,3
Alameda Bonita,Parque dos Lagos,14094149,232002,9560,23376,"","",-21.196960,-47.745666,8,3
Condomínio Parque Residence,Parque dos Lagos,14094150,232003,9560,23376,"","",-21.196303,-47.740461,8,3
Rua Cyro Bestetti,Parque dos Lagos,14094168,232010,9560,23376,"","",-21.196960,-47.745966,8,3
Rua Maria Michelon Querelli,Parque dos Lagos,14094171,232013,9560,23376,"","",-21.198052,-47.744121,8,3
Rua Martim Francisco,Vila Amélia,14050260,228872,9560,23409,"","",-21.1755356,-47.8253879,1,1
Rua São Pedro,Vila Amélia,14050270,228873,9560,23409,"","",-21.1763461,-47.8229237,1,1
Rua Jorge Velho,Vila Amélia,14050280,228874,9560,23409,"","",-21.1758520,-47.8207386,1,1
Rua Guilherme Freire Guidorizzi,Parque dos Lagos,14094174,232016,9560,23376,"","",-21.197078,-47.741254,8,3
Rua Antonio Gomes de Carvalho,Parque dos Lagos,14094176,232018,9560,23376,"","",-21.198092,-47.741862,8,3
Rua Luiz Peracini,Parque dos Lagos,14094177,232019,9560,23376,"","",-21.198461,-47.742465,8,3
Praça Shii Mikawa,Parque dos Lagos,14094178,232020,9560,23376,"","",-21.200064,-47.743781,8,3
Alameda Pitanga,Parque dos Lagos,14094193,232026,9560,23376,"","",-21.199000,-47.740434,8,3
Alameda Acerola,Parque dos Lagos,14094194,232027,9560,23376,"","",-21.198114,-47.741292,8,3
Alameda Caju,Parque dos Lagos,14094195,232028,9560,23376,"","",-21.198343,-47.739247,8,3
Alameda Pera,Parque dos Lagos,14094196,232029,9560,23376,"","",-21.198351,-47.738990,8,3
Alameda Manga,Parque dos Lagos,14094198,232031,9560,23376,"","",-21.198107,-47.741310,8,3
Alameda Caqui,Parque dos Lagos,14094199,232032,9560,23376,"","",-21.195586,-47.744061,8,3
Condomínio Vida Plena,Parque Industrial Lagoinha,14095024,232125,9560,55261,"","",-21.190117,-47.773770,8,3
Rua Maria Figueroa Lourenzo,Parque Industrial Lagoinha,14095065,232134,9560,55261,"","",-21.188806,-47.769391,8,3
Rua Domingos Collura,Parque Industrial Lagoinha,14095075,232136,9560,55261,"","",-21.194404,-47.772047,8,3
Rua Coronel Filadelpho de Lima,Parque Anhangüera,14095480,232186,9560,23370,"","",-21.190204,-47.758861,8,3
Avenida Presidente Kennedy,Parque Industrial Lagoinha,14095210,232150,9560,55261,"","",-21.1991234,-47.7661954,8,3
Rua Flávio Casanova Júnior,Núcleo Vida Nova,14031261,228335,9560,42994,"","",-21.206237,-47.832736,5,5
Rua Elpídio Gomes,Vila Amélia,14050290,228876,9560,23409,"","",-21.1760788,-47.8200033,1,1
Via Luiz Galvão Cezar,Parque das Andorinhas,14057000,229493,9560,23372,"","",-21.1354064,-47.8374028,4,2
Rua Maria Aparecida do Amaral,Parque das Andorinhas,14057010,229494,9560,23372,"","",-21.1361185,-47.8396906,4,2
Rua Antônio Martini,Parque das Andorinhas,14057020,229495,9560,23372,"","",-21.1351631,-47.8392219,4,2
Rua Professor Gentil Gomide de Castro,Parque das Andorinhas,14057030,229496,9560,23372,"","",-21.1347151,-47.8395984,4,2
Rua Alice Brito Junqueira,Parque das Andorinhas,14057040,229497,9560,23372,"","",-21.1342725,-47.8399840,4,2
Rua Doutora Maria Aparecida Fernandes Miranda,Parque das Andorinhas,14057050,229498,9560,23372,"","",-21.1338224,-47.8403396,4,2
Rua Doutor Granadino Baptista,Parque das Andorinhas,14057060,229499,9560,23372,"","",-21.1334009,-47.8407471,4,2
Rua Antônio Pinho,Parque das Andorinhas,14057070,229500,9560,23372,"","",-21.1330326,-47.8412115,4,2
Rua Ozório José da Silva,Parque das Andorinhas,14057080,229501,9560,23372,"","",-21.1344231,-47.8410263,4,2
Avenida Ivo Pareschi,Parque das Andorinhas,14057090,229502,9560,23372,"","",-21.1335530,-47.8431737,4,2
Avenida Ivo Pareschi,Parque das Andorinhas,14057100,229503,9560,23372,"","",-21.1318132,-47.8408334,4,2
Rua Doutora Maria Ortiz Gabarra Barbieri,Parque das Andorinhas,14057110,229504,9560,23372,"","",-21.1320115,-47.8421067,4,2
Avenida B,Parque das Oliveiras,14065750,230270,9560,31008,"","",-21.1195456,-47.8334387,7,2
Avenida Arsênio Sacilotto,Parque das Oliveiras,14065753,230271,9560,31008,"","",-21.1193295,-47.8378952,7,2
Rua Professor Newton Sérvulo do Nascimento,Parque das Oliveiras,14065755,230272,9560,31008,"","",-21.1188653,-47.8344082,7,2
Rua Benedito Marques da Silva,Parque das Oliveiras,14065758,230274,9560,31008,"","",-21.1216128,-47.8396172,7,2
Rua Ana Rosa Vieira,Parque das Oliveiras,14065762,230277,9560,31008,"","",-21.1206094,-47.8391110,7,2
Avenida Presidente Kennedy,Parque Industrial Lagoinha,14095220,232151,9560,55261,"","",-21.1995043,-47.7656900,8,3
Praça Sir Winston Churchill,Parque Industrial Lagoinha,14095229,232152,9560,55261,"","",-21.1940297,-47.7609791,8,3
Rua Antônio Moisés Saadi,Parque Industrial Lagoinha,14095230,232153,9560,55261,"","",-21.1980211,-47.7621107,8,3
Rua General Augusto Soares dos Santos,Parque Industrial Lagoinha,14095240,232154,9560,55261,"","",-21.2003097,-47.7613099,8,3
Rua Edson Souto,Parque Industrial Lagoinha,14095250,232155,9560,55261,"","",-21.1935336,-47.7586856,8,3
Rua Doutor Hugo Fortes,Parque Industrial Lagoinha,14095260,232157,9560,55261,"","",-21.1960957,-47.7672073,8,3
Rua General Celso de Mello Rezende,Parque Industrial Lagoinha,14095270,232159,9560,55261,"","",-21.1971915,-47.7681050,8,3
Rua Armando Tarozzo,Parque Industrial Lagoinha,14095275,232160,9560,55261,"","",-21.1944310,-47.7647130,8,3
Rua Antônio Fernandes Figueroa,Parque Industrial Lagoinha,14095280,232161,9560,55261,"","",-21.1943984,-47.7647096,8,3
Rua A,Parque das Oliveiras II,14059200,229624,9560,64930,"","",-21.1198833,-47.8365558,NULL,1
