"id","municipio","codigo_inep","escola","categoria","endereco","telefone","ativo","timestamp"
"696","Ribeirão Preto","35443724","IRMA HULDA MARIA SOARES DEL PAPA CEFIC","Privada","MANOEL BERNARDES PADRE, 1564 RUA. JARDIM MARIA GORETTI. 14030-280 Ribeirão Preto - SP.","(16) 39198000","1","2025-05-19 21:12:04"
"697","Ribeirão Preto","35141537","ITAMARATI COLEGIO","Privada","RUA ABRAO CAIXE, 383 RUA. JARDIM IRAJA. 14020-630 Ribeirão Preto - SP.","(16) 33230888","1","2025-05-19 21:12:04"
"698","Ribeirão Preto","35317263","ITAMARATI COLEGIO","Privada","PAULO BARRA DOUTOR, 1477 RUA. JARDIM SAO LUIZ. 14020-320 Ribeirão Preto - SP.","(16) 36230862","1","2025-05-19 21:12:04"
"699","Ribeirão Preto","35168634","IZOLINA IRMA CRECHE LAR","Privada","RUA SABATINO DEL LAMA, 75 RUA. VILA ELISA. 14075-028 Ribeirão Preto - SP.","(16) 36268528","1","2025-05-19 21:12:04"
"700","Ribeirão Preto","35299121","J MANIEZO COLEGIO","Privada","RUA JACOB MIGUEL, 444 RUA. QUINTINO FACCI II. 14070-150 Ribeirão Preto - SP.","(16) 36380628","1","2025-05-19 21:12:04"
"701","Ribeirão Preto","35275931","JAIME MONTEIRO DE BARROS PROF EMEF","Pública","RUA PIRASSUNUNGA, 1100 RUA. JARDIM AEROPORTO. 14078-440 Ribeirão Preto - SP.","(16) 36266454","1","2025-05-19 21:12:04"
"702","Ribeirão Preto","35202307","JARBAS MASSULLO PROF EMEF","Pública","RUA HERON DOMINGUES, 810 RUA. PARQUE SAO SEBASTIAO. 14093-400 Ribeirão Preto - SP.","(16) 36298990","1","2025-05-19 21:12:05"
"703","Ribeirão Preto","35007202","JARDIM BELA LIRIA ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL I","Privada","CONDE AFONSO CELSO, 333 JARDIM SUMARE. 14025-000 Ribeirão Preto - SP.","(16) 997461415","1","2025-05-19 21:12:05"
"704","Ribeirão Preto","35008988","JARDIM BELA LIRIA ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL I","Privada","RUA SAO JOSE, 2101 ALTO DA BOA VISTA. 14025-186 Ribeirão Preto - SP.","(16) 997461415","1","2025-05-19 21:12:05"
"705","Ribeirão Preto","35350588","JARDIM DIVA TARLA DE CARVALHO","Pública","JOAO TONIOLLI, 3475 RUA. JARDIM DIVA TARLA DE CARVALHO. 14079-390 Ribeirão Preto - SP.","(16) 39963995","1","2025-05-19 21:12:05"
"706","Ribeirão Preto","35009008","JARDIM ENCANTADO CENTRO DE EDUCACAO INFANTIL","Privada","RUA BARAO DO AMAZONAS, 1814 JARDIM SUMARE. 14025-110 Ribeirão Preto - SP.","(16) 36238815","1","2025-05-19 21:12:05"
"707","Ribeirão Preto","35925688","JARDIM PAIVA I","Pública","RUA JOAO DAQUIL BICHUETTE, 300 RUA. JARDIM PAIVA I. 14056-774 Ribeirão Preto - SP.","(16) 39632600","1","2025-05-19 21:12:05"
"708","Ribeirão Preto","35807667","JEAN PIAGET CENTRO EDUCACIONAL","Privada","PRACA ROTARI CLUB, 67 PRACA. CITY RIBEIRAO. 14021-355 Ribeirão Preto - SP.","(16) 39162022","1","2025-05-19 21:12:05"
"709","Ribeirão Preto","35041531","JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA","Pública","CAROLINA MARIA DE JESUS, 625 RUA. IPIRANGA. 14060-330 Ribeirão Preto - SP.","(16) 36222261","1","2025-05-19 21:12:05"
"710","Ribeirão Preto","35233432","JESUS DE NAZARE CENTRO DE EDUCACAO INFANTIL","Pública","TUPINAMBA, 550 RUA. IPIRANGA. 14060-630 Ribeirão Preto - SP.","(16) 36226163","1","2025-05-19 21:12:05"
"711","Ribeirão Preto","35918155","JESUS GUILHERME GIACOMINI","Pública","RUA PROFESSOR RENATO JARDIM, 646 RUA. PARQUE RIBEIRAO PRETO. 14031-260 Ribeirão Preto - SP.","(16) 36375155","1","2025-05-19 21:12:05"
"712","Ribeirão Preto","35023954","JOAO AUGUSTO DE MELLO PROFESSOR","Pública","RUA LASAR SEGALL, 228 RUA. JARDIM INDEPENDENCIA. 14076-330 Ribeirão Preto - SP.","(16) 36263398","1","2025-05-19 21:12:05"
"713","Ribeirão Preto","35233444","JOAO DA CRUZ MOREIRA CRECHE MUNICIPAL","Pública","RUA DOUTOR FRANCISCO HENRIQUE LINO DA ROCHA, 71 RUA. VALENTINA FIGUEIREDO. 14061-669 Ribeirão Preto - SP.","(16) 36226201","1","2025-05-19 21:12:05"
"714","Ribeirão Preto","35982076","JOAO E MARIA CCI","Pública","AVENIDA ADELMO PERDIZZA, 495 AVENIDA. ALTO DA BOA VISTA. 14026-390 Ribeirão Preto - SP.","(16) 39199061","1","2025-05-19 21:12:05"
"715","Ribeirão Preto","35062984","JOAO GILBERTO SAMPAIO DR EMEF","Pública","RUA PINDAMONHANGABA, 851 RUA. VILA MARIANA. 14075-140 Ribeirão Preto - SP.","(16) 36266871","1","2025-05-19 21:12:05"
"716","Ribeirão Preto","35900758","JOAO PALMA GUIAO DOUTOR","Pública","ATTILIO PEDRO CHERUBIM, 275 RUA. DOM BERNARDO JOSE MIELLE. 14057-310 Ribeirão Preto - SP.","(16) 36391991","1","2025-05-19 21:12:05"
"717","Ribeirão Preto","35301358","JOAO PEDRO CASTROVIEJO CEI","Pública","RUA SINDICALISTA LUIZ ANTONIO CORREA, 20 RUA. JARDIM HEITOR RIGON. 14062-070 Ribeirão Preto - SP.","(16) 39345133","1","2025-05-19 21:12:05"
"718","Ribeirão Preto","35024193","JOAO RODRIGUES GUIAO DOUTOR","Pública","TREZE DE MAIO, 266 AVENIDA. JARDIM PAULISTA. 14090-260 Ribeirão Preto - SP.","(16) 36249443","1","2025-05-19 21:12:05"
"719","Ribeirão Preto","35097196","JOAO SPERANDIO DEPUTADO EMEI","Pública","RUA CECILIO ELIAS SEBA, 175 RUA. DOM BERNARDO JOSE MIELLE. 14057-300 Ribeirão Preto - SP.","(16) 36391550","1","2025-05-19 21:12:05"
"720","Ribeirão Preto","35918167","JORGE RODINI LUIZ PROFESSOR","Pública","RUA LUIZ AUGUSTO VELLUDO, 215 RUA. JARDIM JOAQUIM PROCOPIO ARAUJO FERRAZ. 14065-530 Ribeirão Preto - SP.","(16) 36390066","1","2025-05-19 21:12:05"
"721","Ribeirão Preto","35903474","JOSE BOMPANI VEREADOR","Pública","RUA JOAO GUAL, 195 RUA. VALENTINA FIGUEIREDO. 14061-670 Ribeirão Preto - SP.","(16) 36222929","1","2025-05-19 21:12:05"
"722","Ribeirão Preto","35084931","JOSE BONIFACIO COUTINHO NOGUEIRA EMEI","Pública","RUA GREGORIO PEREIRA, 146 RUA. ORESTES LOPES DE CAMARGO. 14066-440 Ribeirão Preto - SP.","(16) 39769040","1","2025-05-19 21:12:05"
"723","Ribeirão Preto","35454459","JOSE CARLOS SOBRAL DR EMEI","Pública","RUA ALCIDES DE ARAUJO, 355 RUA. JARDIM PROFESSOR ANTONIO PALOCCI. 14079-085 Ribeirão Preto - SP.","(16) 39962600","1","2025-05-19 21:12:06"
"724","Ribeirão Preto","35201455","JOSE DELIBO VEREADOR EMEF","Pública","RUA SERAFIM TEIXEIRA DA CUNHA, 555 RUA. JARDIM CASTELO BRANCO NOVO. 14090-570 Ribeirão Preto - SP.","(16) 36275680","1","2025-05-19 21:12:06"
"725","Ribeirão Preto","35023875","JOSE LIMA PEDREIRA DE FREITAS PROFESSORA","Pública","RUA VISCONDE DE INHOMIRIN, 830 RUA. VILA VIRGINIA. 14030-490 Ribeirão Preto - SP.","(16) 36200381","1","2025-05-19 21:12:06"
"726","Ribeirão Preto","35024107","JOSE MARTIMIANO DA SILVA ETEC","Pública","RUA TAMANDARE, 520 RUA. CAMPOS ELISEOS. 14085-070 Ribeirão Preto - SP.","(16) 36108374","1","2025-05-19 21:12:06"
"727","Ribeirão Preto","35062947","JOSE PEDRO MOREIRA PROF EMEI","Pública","RUA MAJOR RICARDO GUIMARAES, 620 RUA. PARQUE RIBEIRAO PRETO. 14031-450 Ribeirão Preto - SP.","(16) 39195406","1","2025-05-19 21:12:06"
"728","Ribeirão Preto","35573942","JOSE PEDRO ROTIROTI CENTRO DE ARTE E ESPORTE UNIFICADO","Pública","R BENEDICTO JACINTO DE SOUZA, 330 JARDIM FLORESTAN FERNANDES. 14079-319 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:06"
"729","Ribeirão Preto","35195091","JOSE ROBERTO FELICIO DOUTOR EMEI","Pública","SEBASTIAO MARTINS VIANA, 530 RUA. RECREIO ANHANGUERA. 14097-020 Ribeirão Preto - SP.","(16) 39952121","1","2025-05-19 21:12:06"
"730","Ribeirão Preto","35202319","JOSE RODINI LUIZ PROF EMEF","Pública","RUA JOSE IGNACCHITTI, 700 RUA. JARDIM ZARA. 14092-300 Ribeirão Preto - SP.","(16) 36279507","1","2025-05-19 21:12:06"
"731","Ribeirão Preto","35576475","JOVEM FELIPE GUI ROCHA","Pública","VIRGILIO BUENO, 225 RUA. PARQUE DOS FLAMBOYANS. 14093-631 Ribeirão Preto - SP.","(16) 39046544","1","2025-05-19 21:12:06"
"732","Ribeirão Preto","35925697","JULIETA FERNANDA SOUSA TARANTO","Pública","RUA JOAQUIM PERES, 100 RUA. JARDIM MARCHESI. 14031-329 Ribeirão Preto - SP.","(16) 39193666","1","2025-05-19 21:12:06"
"733","Ribeirão Preto","35477624","JULIO CESAR VOLTARELLI DR EMEF","Pública","RUA MAFALDA MOBIGLIA, 105 RUA. PARQUE DOS SERVIDORES. 14094-234 Ribeirão Preto - SP.","(16) 36359398","1","2025-05-19 21:12:06"
"734","Ribeirão Preto","35164963","KINDERSPIEL COLEGIO","Privada","RUA TAMANDARE, 905 RUA. CAMPOS ELISEOS. 14085-070 Ribeirão Preto - SP.","(16) 32349644","1","2025-05-19 21:12:06"
"735","Ribeirão Preto","35573930","L POSELA CENTRO DE FORMACAO ARTISTICA","Pública","RUA CAPITAO SALOMAO, SN CAMPOS ELISEOS. 14080-210 Ribeirão Preto - SP.","(16) 36355667","1","2025-05-19 21:12:06"
"736","Ribeirão Preto","35268173","LACORDAIRE COLEGIO ENSINO MEDIO","Privada","ANTONIO MILENA, 1811 RUA. CAMPOS ELISEOS. 14085-660 Ribeirão Preto - SP.","(16) 36158222","1","2025-05-19 21:12:07"
"737","Ribeirão Preto","35118527","LACORDAIRE SANT ANNA EDUCACAO BASICA","Privada","RUA ANTONIO MILENA, 1821 RUA. CAMPOS ELISEOS. 14085-660 Ribeirão Preto - SP.","(16) 36158222","1","2025-05-19 21:12:07"
"738","Ribeirão Preto","35008895","LEAO DE JUDA BERCARIO E EDUCACAO INFANTIL","Privada","RUA FILOMENA BRUZIANI BRASSAROLA, 560 JARDIM FLORESTAN FERNANDES. 14079-323 Ribeirão Preto - SP.","(16) 32351037","1","2025-05-19 21:12:07"
"739","Ribeirão Preto","35301498","LEONOR MERTILIA COSTA CENTRO DE EDUCACAO INFANTIL","Pública","RUA NAIR ESTRADA TRUJILLO, 485 RUA. JARDIM DIVA TARLA DE CARVALHO. 14079-378 Ribeirão Preto - SP.","(16) 39961655","1","2025-05-19 21:12:07"
"740","Ribeirão Preto","35269554","LETRINHAS MAGICAS ESCOLINHA","Privada","AVENIDA DOM PEDRO I, 331 AVENIDA. IPIRANGA. 14055-620 Ribeirão Preto - SP.","(16) 39632011","1","2025-05-19 21:12:07"
"741","Ribeirão Preto","35123341","LEV VIGOTSKY ATENEU","Privada","RUA SILVA GUSMAO, 357 RUA. SUMAREZINHO. 14055-150 Ribeirão Preto - SP.","(16) 39664420","1","2025-05-19 21:12:07"
"742","Ribeirão Preto","35431436","LICEU CONTEMPORANEO ENSINO MEDIO","Privada","PARAISO, 360 RUA. VILA TIBERIO. 14050-440 Ribeirão Preto - SP.","(16) 36330028","1","2025-05-19 21:12:07"
"743","Ribeirão Preto","35009503","LICEU SAO SEBASTIAO","Privada","AVENIDA CARAMURU, 1014 NH. REPUBLICA. 14030-000 Ribeirão Preto - SP.","(16) 981289263","1","2025-05-19 21:12:07"
"744","Ribeirão Preto","35233493","LILIAN SPADARO ROSA E SILVA PROFA EMEI","Pública","RUA ANTONIO FORNIELLES, 148 RUA. JARDIM JOSE SAMPAIO JUNIOR. 14065-290 Ribeirão Preto - SP.","(16) 36397383","1","2025-05-19 21:12:07"
"745","Ribeirão Preto","35252136","LUCIANA JUNQUEIRA STUDIO DE DANCA","Privada","RUA BARAO DO AMAZONAS, 2301 RUA. JARDIM SUMARE. 14025-110 Ribeirão Preto - SP.","(16) 999924522","1","2025-05-19 21:12:07"
"746","Ribeirão Preto","35477709","LUCIO MENDES CENTRO DE EDUCACAO INFANTIL","Pública","DIRCE DE ALMEIDA FANTINI, SN RUA. PARQUE DOS SABIAS. 14070-732 Ribeirão Preto - SP.","(16) 36106940","1","2025-05-19 21:12:07"
"747","Ribeirão Preto","35062900","LUIS AMARAL MOUSINHO DOM EMEF","Pública","TAMANDARE, 353 RUA. CAMPOS ELISEOS. 14085-070 Ribeirão Preto - SP.","(16) 36109119","1","2025-05-19 21:12:07"
"748","Ribeirão Preto","35005395","MAPLE BEAR CANADIAN SCHOOL RIBEIRAO PRETO","Privada","VIA DR LUIZ CARLOS BIANCHI, 1765 DISTRITO DE BONFIM PAULISTA. 14028-784 Ribeirão Preto - SP.","(16) 36202245","1","2025-05-19 21:12:07"
"749","Ribeirão Preto","35193781","MARIA APARECIDA BORGES DE OLIVEIRA BONINI PROFA EMEI","Pública","B16, 375 RUA. JARDIM PROGRESSO. 14031-835 Ribeirão Preto - SP.","(16) 39642006","1","2025-05-19 21:12:07"
"750","Ribeirão Preto","35424122","MARIA DE LOURDES GULLACI LAGUNA PROFA CEI","Pública","PEDRO COLINO, 215 RUA. RESIDENCIAL LEO GOMES DE MORAES. 14079-044 Ribeirão Preto - SP.","(16) 36283370","1","2025-05-19 21:12:07"
"751","Ribeirão Preto","35287623","MARIA DE NAZARE CENTRO EDUCACIONAL INFANTIL","Privada","RUA ROBERTO DE SOUZA PRADO, 215 RUA. ADELINO SIMIONI. 14071-040 Ribeirão Preto - SP.","(16) 36380908","1","2025-05-19 21:12:07"
"752","Ribeirão Preto","35193756","MARIA HELENA BRAGA MONTES SERRAT DOUTORA EMEI","Pública","RONDONIA, 1020 RUA. SUMAREZINHO. 14055-230 Ribeirão Preto - SP.","(16) 39667007","1","2025-05-19 21:12:07"
"753","Ribeirão Preto","35212854","MARIA IGNEZ LOPES ROSSI PROFA EMEF","Pública","ANSELMO MARQUES RODRIGUES, 450 RUA. JARDIM MANOEL PENNA. 14098-322 Ribeirão Preto - SP.","(16) 36179977","1","2025-05-19 21:12:07"
"754","Ribeirão Preto","35301504","MARIA INES VIEIRA MACHADO EMEF","Pública","JULIO FERRANTI, 1500 RUA. JARDIM FLORESTAN FERNANDES. 14079-320 Ribeirão Preto - SP.","(16) 39961661","1","2025-05-19 21:12:07"
"755","Ribeirão Preto","35282200","MARIA LUCIA MEIRELLES JUNQUEIRA REIS CEI","Pública","AVENIDA PATRIARCA, 4125 AVENIDA. PARQUE RIBEIRAO PRETO. 14031-580 Ribeirão Preto - SP.","(16) 39193333","1","2025-05-19 21:12:07"
"756","Ribeirão Preto","35205552","MARIA PONTIN EMEI","Pública","RUA EDUARDO MARTINS NETTO, 126 RUA. QUINTINO FACCI I. 14077-120 Ribeirão Preto - SP.","(16) 36267655","1","2025-05-19 21:12:07"
"757","Ribeirão Preto","35422514","MARIA REGINA CAVALCANTI PROFA CEI","Pública","B16, 475 RUA. JARDIM PROGRESSO. 14031-835 Ribeirão Preto - SP.","(16) 39194694","1","2025-05-19 21:12:07"
"758","Ribeirão Preto","35406181","MARIAZINHA ESCOLINHA INFANTIL","Privada","PARANA, 1967 RUA. IPIRANGA. 14055-490 Ribeirão Preto - SP.","(16) 30118345","1","2025-05-19 21:12:07"
"759","Ribeirão Preto","35233456","MARINCEK CRECHE MUNICIPAL MODELO","Pública","RUA ROBERTO MICHELLIN, 257 RUA. ANTONIO MARINCEK. 14061-190 Ribeirão Preto - SP.","(16) 36224745","1","2025-05-19 21:12:07"
"760","Ribeirão Preto","35114820","MARISTA COLEGIO DE RIBEIRAO PRETO","Privada","RUA BERNARDINO DE CAMPOS, 550 RUA. CENTRO. 14015-130 Ribeirão Preto - SP.","(16) 39771400","1","2025-05-19 21:12:07"
"761","Ribeirão Preto","35567656","MARISTA IR RUI LEOPOLDO DEPINE CENTRO EDUCACIONAL","Privada","MANOEL ANTONIO DIAS, 2155 JARDIM MARIA DAS GRACAS. 14031-502 Ribeirão Preto - SP.","(16) 39699630","1","2025-05-19 21:12:08"
"762","Ribeirão Preto","35062960","MARLENE JORGE DOS REIS PROFA EMEI","Pública","RUA GENERAL CAMARA, 1387 RUA. IPIRANGA. 14060-570 Ribeirão Preto - SP.","(16) 36220591","1","2025-05-19 21:12:08"
"763","Ribeirão Preto","35007865","MARLENE MARREIRO SIBILLE CEI","Pública","RUA MARCELO RODRIGUES AGOSTINHO, 50 JARDIM HEITOR RIGON. 14062-023 Ribeirão Preto - SP.","(16) 36150010","1","2025-05-19 21:12:08"
"764","Ribeirão Preto","35123699","MAUCHA ESCOLINHA DE EDUCACAO INFANTIL","Privada","RUA GARIBALDI, 192 RUA. CENTRO. 14010-170 Ribeirão Preto - SP.","(16) 32371217","1","2025-05-19 21:12:08"
"765","Ribeirão Preto","35024053","MEIRA JUNIOR DOUTOR","Pública","RUA JULIO DE MESQUITA, 282 RUA. VILA VIRGINIA. 14030-450 Ribeirão Preto - SP.","(16) 36322939","1","2025-05-19 21:12:08"
"766","Ribeirão Preto","35114947","METODISTA DE RIBEIRAO PRETO COLEGIO","Privada","RUA FLORENCIO DE ABREU, 714 RUA. CENTRO. 14015-060 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:08"
"767","Ribeirão Preto","35557961","METROPOLITANA ESCOLA","Privada","CASTELO BRANCO PRESIDENTE, 2490 AVENIDA. NOVA RIBEIRANIA. 14096-560 Ribeirão Preto - SP.","(16) 36175813","1","2025-05-19 21:12:08"
"768","Ribeirão Preto","35900771","MIGUEL JORGE","Pública","RUA DOMINGOS PADOVAN, 790 RUA. JARDIM NOVO MUNDO. 14092-040 Ribeirão Preto - SP.","(16) 36271627","1","2025-05-19 21:12:08"
"769","Ribeirão Preto","35301371","MIGUEL MUSSI PROF EMEI","Pública","RUA FRANCISCO FERNANDES LAMAS, 160 RUA. JARDIM SILVIO PASSALACQUA. 14060-832 Ribeirão Preto - SP.","(16) 39761790","1","2025-05-19 21:12:08"
"770","Ribeirão Preto","35209594","MOACIR FIRMINO EMEI","Pública","RUA JOAO DELIBO, 620 QUINTINO FACCI II. 14070-290 Ribeirão Preto - SP.","(16) 36383151","1","2025-05-19 21:12:08"
"771","Ribeirão Preto","35168968","MONICA ESCOLA DE EDUCACAO INFANTIL UNIDADE I","Privada","RUA RONDONIA, 274 RUA. SUMAREZINHO. 14055-230 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:08"
"772","Ribeirão Preto","35287921","MONICA II ESCOLA DE EDUCACAO INFANTIL","Privada","PAULO DE FRONTIM, 1125 RUA. VILA VIRGINIA. 14030-430 Ribeirão Preto - SP.","(16) 991011512","1","2025-05-19 21:12:08"
"773","Ribeirão Preto","35128570","MONTE SINAI ESCOLA DE ENSINO FUNDAMENTAL","Privada","SILVIO ALVES DE AGUIAR, 30 RUA. ADELINO SIMIONI. 14071-170 Ribeirão Preto - SP.","(16) 39748703","1","2025-05-19 21:12:08"
"774","Ribeirão Preto","35123274","MONTEIRO LOBATO COLEGIO","Privada","RUA MIGUEL BARACHINI, 479 RUA. PARQUE DOS BANDEIRANTES. 14090-390 Ribeirão Preto - SP.","(16) 36249542","1","2025-05-19 21:12:08"
"775","Ribeirão Preto","35114959","MOURA LACERDA COLEGIO UNIDADE I","Privada","RUA PADRE EUCLIDES, 995 RUA. CAMPOS ELISEOS. 14085-420 Ribeirão Preto - SP.","(16) 21011017","1","2025-05-19 21:12:08"
"776","Ribeirão Preto","35813874","MR BABY ESCOLA DE EDUCACAO INFANTIL","Privada","RUA CORONEL LUIZ DA CUNHA, 902 RUA. VILA TIBERIO. 14050-040 Ribeirão Preto - SP.","(16) 37973777","1","2025-05-19 21:12:08"
"777","Ribeirão Preto","35257084","MUSIC ARTE ESCOLA DE ARTE E DANCA","Privada","RUA MARQUES DE POMBAL, 1547 RUA. CAMPOS ELISEOS. 14080-100 Ribeirão Preto - SP.","(16) 39613200","1","2025-05-19 21:12:08"
"778","Ribeirão Preto","35454485","NAIR MANOELINA DE OLIVEIRA CEI","Pública","ANTONIO FREDERICO OZANAM, 1205 RUA. JARDIM JOAO ROSSI. 14026-515 Ribeirão Preto - SP.","(16) 36204211","1","2025-05-19 21:12:08"
"779","Ribeirão Preto","35212878","NARCISO NICOLODI IRMAO EMEI","Pública","RUA CAROLINA TIEZI STRAMBI, 470 RUA. ADELINO SIMIONI. 14071-380 Ribeirão Preto - SP.","(16) 36385262","1","2025-05-19 21:12:08"
"780","Ribeirão Preto","35062911","NEIDE APARECIDA GOLFETTO DE CASTRO PROFA EMEI","Pública","RUA MEXICO, 743 RUA. VILA MARIANA. 14075-230 Ribeirão Preto - SP.","(16) 36265086","1","2025-05-19 21:12:08"
"781","Ribeirão Preto","35233468","NELSON COSTA DOS SANTOS PADRE CRECHE MUNICIPAL","Pública","RUA JOSE ROBERTO RODRIGUES, 116 RUA. DOM BERNARDO JOSE MIELLE. 14057-390 Ribeirão Preto - SP.","(16) 36390447","1","2025-05-19 21:12:08"
"782","Ribeirão Preto","35088936","NELSON MACHADO EMEF","Pública","RUA MOACYR CANELLA, 131 RUA. JARDIM MARIA CASAGRANDE LOPES. 14066-332 Ribeirão Preto - SP.","(16) 36224970","1","2025-05-19 21:12:08"
"783","Ribeirão Preto","35062935","NEUZA MICHELUTTI MARZOLA PROFA EMEF","Pública","RUA CONDE DE IRAJA, 1931 RUA. VILA VIRGINIA. 14030-480 Ribeirão Preto - SP.","(16) 36371551","1","2025-05-19 21:12:08"
"784","Ribeirão Preto","35471446","NICOLAU DINAMARCO SPINELLI DR EMEI","Pública","YOLANDA PEREIRA ACRA, 105 RUA. PARQUE RESIDENCIAL CANDIDO PORTINARI. 14093-567 Ribeirão Preto - SP.","(16) 36297522","1","2025-05-19 21:12:08"
"785","Ribeirão Preto","35114996","NOSSA SENHORA AUXILIADORA COLEGIO","Privada","RUA DUQUE DE CAXIAS, 927 RUA. CENTRO. 14015-020 Ribeirão Preto - SP.","(16) 40099999","1","2025-05-19 21:12:08"
"786","Ribeirão Preto","35166145","NOSSA SENHORA DE FATIMA CRECHE","Privada","RUA OLAVO BILAC, 1183 JARDIM SUMARE. 14025-400 Ribeirão Preto - SP.","(16) 39312863","1","2025-05-19 21:12:09"
"787","Ribeirão Preto","35009746","O PEQUENO REINO BERCARIO E EDUCACAO INFANTIL","Privada","RUA THOMAZ NOGUEIRA GAIA, 1431 JARDIM IRAJA. 14020-283 Ribeirão Preto - SP.","(16) 39116801","1","2025-05-19 21:12:09"
"788","Ribeirão Preto","35165190","OBJETIVO CENTRO INTERESCOLAR UNIDADE XXVII","Privada","RUA MAGDA PERONA FROSSARD, 571 RUA. NOVA ALIANCA. 14026-596 Ribeirão Preto - SP.","(16) 36217700","1","2025-05-19 21:12:09"
"789","Ribeirão Preto","35147624","OCTAVIO MARCONDES FERRAZ ENGENHEIRO ESCOLA SENAI","Privada","RUA CAPITAO SALOMAO, 1813 RUA. CAMPOS ELISEOS. 14085-430 Ribeirão Preto - SP.","(16) 32387100","1","2025-05-19 21:12:09"
"790","Ribeirão Preto","35232610","OPUS DEI CRECHE MUNICIPAL","Pública","RUA DEPUTADO ORLANDO JURCA, 180 RUA. QUINTINO FACCI II. 14070-280 Ribeirão Preto - SP.","(16) 36382830","1","2025-05-19 21:12:09"
"791","Ribeirão Preto","35900746","ORLANDO JURCA DEPUTADO","Pública","RUA LUIZ CARVALHO PEREIRA, 350 RUA. ADELINO SIMIONI. 14071-310 Ribeirão Preto - SP.","(16) 36380886","1","2025-05-19 21:12:09"
"792","Ribeirão Preto","35044647","ORLANDO VITALIANO VEREADOR","Pública","CESAR MONTAGNANA, 110 RUA. QUINTINO FACCI I. 14077-180 Ribeirão Preto - SP.","(16) 36261369","1","2025-05-19 21:12:09"
"793","Ribeirão Preto","35044659","OSCAR DE MOURA LACERDA PROFESSOR DOUTOR","Pública","MAGID SIMAO TRAD, 230 AVENIDA. ADELINO SIMIONI. 14071-010 Ribeirão Preto - SP.","(16) 36382979","1","2025-05-19 21:12:09"
"794","Ribeirão Preto","35024119","OTONIEL MOTA","Pública","RUA PRUDENTE DE MORAIS, 764 RUA. CENTRO. 14015-100 Ribeirão Preto - SP.","(16) 36108900","1","2025-05-19 21:12:09"
"795","Ribeirão Preto","35808623","PALAS ATENA COLEGIO","Privada","RUA ANTONIO LUIS DE OLIVEIRA, 180 RUA. JARDIM SAO JOSE. 14098-010 Ribeirão Preto - SP.","(16) 36178985","1","2025-05-19 21:12:09"
"796","Ribeirão Preto","35925706","PARQUE DOS SERVIDORES","Pública","ANTONIO TEIXEIRA DUARTE, SN RUA. RESIDENCIAL PARQUE DOS SERVIDORES. 14094-224 Ribeirão Preto - SP.","(16) 39172628","1","2025-05-19 21:12:09"
"797","Ribeirão Preto","35114881","PAULO DE TARSO INSTITUTO ESPIRITA EPSG","Privada","AVENIDA PRESIDENTE CASTELO BRANCO, 2466 AVENIDA. NOVA RIBEIRANIA. 14096-560 Ribeirão Preto - SP.","(16) 36294644","1","2025-05-19 21:12:09"
"798","Ribeirão Preto","35243218","PAULO FREIRE PROF EMEF","Pública","RUA SINDICALISTA LUIZ ANTONIO CORREA, 40 RUA. JARDIM HEITOR RIGON. 14062-070 Ribeirão Preto - SP.","(16) 36156419","1","2025-05-19 21:12:09"
"799","Ribeirão Preto","35213391","PAULO HENRIQUE DE SOUZA PROF EMEI","Pública","MOACYR CANELLA, 61 RUA. JARDIM MARIA CASAGRANDE LOPES DONA AMALIA. 14066-332 Ribeirão Preto - SP.","(16) 36223332","1","2025-05-19 21:12:09"
"800","Ribeirão Preto","35275803","PAULO MONTE SERRAT FILHO PROF DR EMEF","Pública","MARGARIDA DE SOUZA SANTANA, 54 RUA. PARQUE RESIDENCIAL CANDIDO PORTINARI. 14093-580 Ribeirão Preto - SP.","(16) 39672868","1","2025-05-19 21:12:09"
"801","Ribeirão Preto","35195200","PEDACINHO DO CEU ESCOLA ED INFANTIL E ENSINO FUNDAMENTAL","Privada","AVENIDA LUZITANA, 990 AVENIDA. PARQUE RIBEIRAO PRETO. 14031-230 Ribeirão Preto - SP.","(16) 39045571","1","2025-05-19 21:12:09"
"802","Ribeirão Preto","35454060","PENITENCIARIA FEMININA DE RIBEIRAO PRETO","Pública","ALFREDO CONDEIXA, 1666 RUA. JARDIM MARCHESI. 14031-300 Ribeirão Preto - SP.","(16) 39197006","1","2025-05-19 21:12:10"
"803","Ribeirão Preto","35464466","PENITENCIARIA MASCULINA DE RIBEIRAO PRETO","Pública","RODOVIA ABRAO ASSED, KM 47 ANHANGUERA. 14097-900 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:10"
"804","Ribeirão Preto","35195583","PEQUENO APRENDIZ ESCOLA DE EDUCACAO INFANTIL","Privada","CAMPOS SALLES, 1320 RUA. CENTRO. 14015-110 Ribeirão Preto - SP.","(16) 39414771","1","2025-05-19 21:12:10"
